item_id,order_id,product_id,quantity,unit_price,discount_percent
I0005007,O001744,P0301,3,170.94,1.72
I0005008,O001744,P0302,1,274.71,25.88
I0005009,O001745,P0061,1,278.87,28.62
I0005010,O001745,P0062,4,304.12,18.60
I0005011,O001745,P0004,5,174.53,30.96
I0005012,O001746,P0001,2,438.50,32.52
I0005013,O001746,P0018,5,215.56,19.50
I0005014,O001747,P0381,5,71.25,23.08
I0005015,O001747,P0382,4,288.49,6.62
I0005016,O001747,P0314,5,146.77,18.32
I0005017,O001748,P0001,4,401.14,21.77
I0005018,O001748,P0002,5,346.53,31.32
I0005019,O001749,P0061,2,354.62,10.34
I0005020,O001749,P0062,5,317.17,20.18
I0005021,O001749,P0011,3,415.81,5.99
I0005022,O001749,P0007,1,258.07,25.36
I0005023,O001750,P0361,5,257.44,3.67
I0005024,O001750,P0362,2,349.47,16.32
I0005025,O001750,P0309,3,277.94,25.29
I0005026,O001751,P0301,1,139.78,24.19
I0005027,O001751,P0302,1,200.11,17.04
I0005028,O001751,P0307,5,83.90,5.26
I0005029,O001752,P0007,4,190.01,3.62
I0005030,O001752,P0007,2,308.36,21.80
I0005031,O001752,P0001,2,359.15,14.63
I0005032,O001752,P0006,3,79.35,12.75
I0005033,O001753,P0021,3,235.38,31.37
I0005034,O001753,P0022,2,321.30,10.45
I0005035,O001753,P0020,4,107.17,14.97
I0005036,O001754,P0016,4,100.01,31.45
I0005037,O001754,P0014,4,321.85,0.16
I0005038,O001754,P0014,4,407.24,32.94
I0005039,O001755,P0501,1,51.46,1.62
I0005040,O001755,P0502,1,98.58,10.48
I0005041,O001755,P0470,2,121.56,21.98
I0005042,O001755,P0466,4,69.23,1.11
I0005043,O001756,P0451,1,73.05,27.14
I0005044,O001756,P0452,3,59.04,28.60
I0005045,O001757,P0501,1,59.30,22.05
I0005046,O001757,P0502,3,61.00,20.91
I0005047,O001757,P0459,5,118.47,19.61
I0005048,O001757,P0469,2,79.72,31.41
I0005049,O001758,P0191,5,84.85,32.28
I0005050,O001758,P0192,4,131.81,5.01
I0005051,O001758,P0158,1,163.40,11.26
I0005052,O001759,P0021,5,330.90,7.35
I0005053,O001759,P0022,1,470.94,25.13
I0005054,O001759,P0020,3,78.86,0.10
I0005055,O001760,P0012,3,477.92,27.18
I0005056,O001760,P0020,1,81.59,25.74
I0005057,O001761,P0021,5,303.39,11.71
I0005058,O001761,P0022,4,312.69,7.18
I0005059,O001762,P0464,2,16.46,26.62
I0005060,O001762,P0469,2,112.06,9.19
I0005061,O001762,P0459,3,92.15,21.03
I0005062,O001763,P0041,4,217.58,22.97
I0005063,O001763,P0042,1,457.79,23.50
I0005064,O001763,P0014,2,310.22,0.73
I0005065,O001764,P0009,1,462.59,24.80
I0005066,O001764,P0012,3,425.27,27.34
I0005067,O001765,P0167,1,95.00,18.06
I0005068,O001765,P0166,5,67.21,8.07
I0005069,O001765,P0151,2,114.89,23.40
I0005070,O001766,P0061,5,267.18,21.06
I0005071,O001766,P0062,5,276.69,28.45
I0005072,O001766,P0017,2,96.30,6.72
I0005073,O001767,P0011,1,392.58,27.17
I0005074,O001767,P0004,1,146.69,8.94
I0005075,O001767,P0020,2,109.84,1.20
I0005076,O001768,P0001,2,361.55,24.73
I0005077,O001768,P0002,4,578.11,27.48
I0005078,O001769,P0001,1,294.21,17.53
I0005079,O001769,P0002,5,328.12,30.75
I0005080,O001770,P0001,2,246.32,4.79
I0005081,O001770,P0002,4,388.53,16.00
I0005082,O001770,P0014,2,309.71,25.17
I0005083,O001770,P0006,2,91.48,28.98
I0005084,O001771,P0019,5,156.73,28.69
I0005085,O001771,P0011,3,335.77,32.92
I0005086,O001771,P0001,3,325.44,23.40
I0005087,O001772,P0021,3,469.97,23.76
I0005088,O001772,P0022,3,429.07,19.92
I0005089,O001773,P0318,2,86.99,0.60
I0005090,O001773,P0313,4,242.28,8.75
I0005091,O001773,P0310,5,294.35,10.28
I0005092,O001773,P0313,5,136.41,27.19
I0005093,O001774,P0154,3,42.21,5.71
I0005094,O001774,P0162,-3,79.67,34.59
I0005095,O001774,P0159,1,182.73,23.71
I0005096,O001775,P0020,1,72.65,16.71
I0005097,O001775,P0016,5,118.02,8.27
I0005098,O001775,P0012,4,500.23,21.95
I0005099,O001776,P0461,5,139.77,5.57
I0005100,O001776,P0462,1,89.90,34.57
I0005101,O001776,P0464,5,26.17,19.49
I0005102,O001777,P0471,5,61.22,17.39
I0005103,O001777,P0472,4,79.77,4.72
I0005104,O001777,P0456,3,70.21,7.02
I0005105,O001778,P0181,1,100.63,27.13
I0005106,O001778,P0182,4,119.89,21.45
I0005107,O001778,P0156,3,106.22,13.17
I0005108,O001778,P0160,4,173.59,0.13
I0005109,O001779,P0041,5,220.48,18.89
I0005110,O001779,P0042,1,587.02,1.74
I0005111,O001779,P0012,2,504.22,17.61
I0005112,O001779,P0016,5,92.56,5.70
I0005113,O001780,P0021,1,331.63,12.54
I0005114,O001780,P0022,3,578.59,1.69
I0005115,O001780,P0004,4,207.59,26.30
I0005116,O001781,P0361,1,385.82,30.02
I0005117,O001781,P0362,3,327.85,19.14
I0005118,O001781,P0308,1,317.67,30.30
I0005119,O001782,P0011,2,421.60,18.25
I0005120,O001782,P0004,4,205.57,25.20
I0005121,O001782,P0003,4,59.25,15.42
I0005122,O001782,P0005,2,228.70,23.57
I0005123,O001783,P0009,1,314.16,28.41
I0005124,O001783,P0016,1,81.06,12.39
I0005125,O001784,P0006,5,91.54,17.26
I0005126,O001784,P0014,3,214.00,28.17
I0005127,O001784,P0016,2,123.56,26.46
I0005128,O001785,P0191,4,63.94,21.61
I0005129,O001785,P0192,5,77.82,22.64
I0005130,O001785,P0158,1,160.31,31.94
I0005131,O001786,P0009,3,224.81,12.16
I0005132,O001786,P0006,1,79.32,22.38
I0005133,O001786,P0009,5,393.04,14.56
I0005134,O001787,P0016,5,84.53,10.24
I0005135,O001787,P0009,3,379.62,2.02
I0005136,O001787,P0005,3,152.62,18.56
I0005137,O001788,P0171,1,76.01,8.14
I0005138,O001788,P0172,4,104.11,0.20
I0005139,O001788,P0166,3,92.99,27.22
I0005140,O001788,P0156,5,119.86,3.76
I0005141,O001789,P0181,2,127.79,3.69
I0005142,O001789,P0182,5,110.69,21.79
I0005143,O001789,P0157,5,59.19,6.67
I0005144,O001790,P0001,1,308.35,28.24
I0005145,O001790,P0003,3,84.93,16.88
I0005146,O001791,P0309,1,477.75,15.96
I0005147,O001791,P0302,5,290.07,33.24
I0005148,O001791,P0303,4,164.29,18.52
I0005149,O001792,P0171,4,70.36,31.92
I0005150,O001792,P0172,1,100.69,0.06
I0005151,O001793,P0151,4,85.36,31.86
I0005152,O001793,P0152,1,85.47,17.49
I0005153,O001794,P0020,1,79.12,29.57
I0005154,O001794,P0002,4,548.74,31.26
I0005155,O001795,P0153,4,83.46,10.67
I0005156,O001795,P0152,2,102.06,6.28
I0005157,O001795,P0154,2,30.90,19.86
I0005158,O001796,P0041,3,253.85,27.53
I0005159,O001796,P0042,2,385.25,34.02
I0005160,O001796,P0011,2,506.01,2.93
I0005161,O001796,P0009,5,444.11,29.18
I0005162,O001797,P0021,3,386.59,4.84
I0005163,O001797,P0022,3,354.69,4.04
I0005164,O001798,P0171,3,60.84,25.62
I0005165,O001798,P0172,4,101.94,30.95
I0005166,O001799,P0361,2,344.76,15.72
I0005167,O001799,P0362,5,293.10,1.11
I0005168,O001799,P0314,5,160.79,33.09
I0005169,O001800,P0061,2,240.54,16.16
I0005170,O001800,P0062,3,316.31,31.51
I0005171,O001801,P0305,5,306.85,11.21
I0005172,O001801,P0306,5,236.58,4.48
I0005173,O001801,P0315,3,212.78,10.14
I0005174,O001801,P0313,1,168.93,9.63
I0005175,O001802,P0381,2,110.39,6.03
I0005176,O001802,P0382,2,347.61,10.70
I0005177,O001802,P0307,2,97.84,13.57
I0005178,O001802,P0318,4,133.57,27.10
I0005179,O001803,P0001,4,286.40,28.33
I0005180,O001803,P0002,4,325.37,21.40
I0005181,O001803,P0004,1,153.94,0.28
I0005182,O001804,P0381,4,62.67,2.57
I0005183,O001804,P0382,5,328.51,32.18
I0005184,O001805,P0455,1,45.32,22.94
I0005185,O001805,P0454,3,23.82,22.56
I0005186,O001805,P0462,2,85.43,1.24
I0005187,O001806,P0361,1,454.00,14.60
I0005188,O001806,P0362,4,199.12,8.63
I0005189,O001807,P0471,3,47.23,27.79
I0005190,O001807,P0472,2,113.71,31.10
I0005191,O001807,P0455,5,65.48,7.06
I0005192,O001807,P0469,2,115.59,2.21
I0005193,O001808,P0181,5,163.07,16.04
I0005194,O001808,P0182,3,98.34,6.55
I0005195,O001808,P0160,3,140.23,10.33
I0005196,O001808,P0161,5,24.69,0.75
I0005197,O001809,P0301,2,173.21,21.70
I0005198,O001809,P0302,2,329.11,15.09
I0005199,O001809,P0312,1,267.21,11.84
I0005200,O001810,P0012,2,546.06,15.91
I0005201,O001810,P0013,3,283.34,28.60
I0005202,O001811,P0061,4,220.41,7.22
I0005203,O001811,P0062,2,209.55,10.29
I0005204,O001812,P0151,3,114.70,23.94
I0005205,O001812,P0152,1,160.80,23.42
I0005206,O001812,P0158,3,190.34,31.99
I0005207,O001813,P0007,-3,237.56,26.85
I0005208,O001813,P0007,4,325.42,14.72
I0005209,O001813,P0004,4,162.29,5.36
I0005210,O001814,P0461,3,92.73,29.93
I0005211,O001814,P0462,3,111.02,9.64
I0005212,O001814,P0468,1,88.56,8.28
I0005213,O001815,P0301,-3,208.17,22.97
I0005214,O001815,P0302,3,290.03,14.31
I0005215,O001815,P0313,2,221.65,19.25
I0005216,O001816,P0021,4,302.68,30.44
I0005217,O001816,P0022,4,503.88,27.39
I0005218,O001816,P0009,3,401.31,16.41
I0005219,O001817,P0312,4,409.85,33.31
I0005220,O001817,P0308,4,249.78,11.64
I0005221,O001818,P0501,3,32.40,13.53
I0005222,O001818,P0502,4,54.54,32.78
I0005223,O001818,P0464,4,15.97,1.65
I0005224,O001818,P0464,2,20.56,30.08
I0005225,O001819,P0459,2,105.45,18.21
I0005226,O001819,P0457,1,77.50,27.57
I0005227,O001820,P0019,2,104.24,3.33
I0005228,O001820,P0005,5,198.86,29.96
I0005229,O001820,P0016,3,93.03,21.14
I0005230,O001821,P0461,5,113.88,3.03
I0005231,O001821,P0462,4,114.68,5.88
I0005232,O001821,P0460,4,128.12,11.79
I0005233,O001822,P0321,4,149.36,27.76
I0005234,O001822,P0322,5,457.28,27.42
I0005235,O001823,P0021,4,321.14,20.86
I0005236,O001823,P0022,2,327.88,11.54
I0005237,O001823,P0004,2,146.48,18.73
I0005238,O001824,P0191,5,61.47,11.04
I0005239,O001824,P0192,4,86.05,18.03
I0005240,O001824,P0160,1,126.23,34.32
I0005241,O001825,P0061,2,306.50,21.69
I0005242,O001825,P0062,4,288.47,27.62
I0005243,O001825,P0011,2,278.51,10.78
I0005244,O001826,P0020,2,85.65,13.39
I0005245,O001826,P0020,4,119.11,27.07
I0005246,O001826,P0015,2,347.33,30.35
I0005247,O001827,P0159,5,187.88,26.23
I0005248,O001827,P0157,2,42.05,24.66
I0005249,O001827,P0169,2,84.74,32.01
I0005250,O001827,P0166,1,81.00,26.44
I0005251,O001828,P0021,5,447.83,24.58
I0005252,O001828,P0022,4,595.50,16.62
I0005253,O001829,P0170,5,112.72,16.70
I0005254,O001829,P0162,3,42.60,32.11
I0005255,O001829,P0165,4,84.51,22.66
I0005256,O001830,P0501,-3,49.93,10.56
I0005257,O001830,P0502,1,64.20,13.48
I0005258,O001830,P0468,2,79.45,34.86
I0005259,O001830,P0470,1,89.25,3.38
I0005260,O001831,P0061,5,185.55,24.92
I0005261,O001831,P0062,5,263.44,24.13
I0005262,O001831,P0014,5,272.81,34.11
I0005263,O001832,P0041,2,196.17,17.18
I0005264,O001832,P0042,1,387.83,22.09
I0005265,O001832,P0019,1,198.32,25.24
I0005266,O001833,P0162,5,46.44,34.47
I0005267,O001833,P0158,1,175.15,20.19
I0005268,O001833,P0153,1,131.08,1.03
I0005269,O001834,P0456,3,101.54,16.42
I0005270,O001834,P0453,2,145.60,33.66
I0005271,O001834,P0466,4,49.62,28.55
I0005272,O001835,P0316,3,131.68,5.03
I0005273,O001835,P0319,4,396.42,28.58
I0005274,O001835,P0314,5,147.23,34.08
I0005275,O001835,P0308,3,294.04,6.01
I0005276,O001836,P0307,1,122.84,24.37
I0005277,O001836,P0315,1,200.97,34.03
I0005278,O001837,P0316,4,137.79,22.63
I0005279,O001837,P0301,2,215.54,25.78
I0005280,O001837,P0301,2,173.49,34.66
I0005281,O001838,P0191,5,56.02,20.89
I0005282,O001838,P0192,3,107.91,22.59
I0005283,O001838,P0169,5,81.02,17.89
I0005284,O001839,P0001,4,328.24,33.95
I0005285,O001839,P0002,4,474.05,27.51
I0005286,O001839,P0007,2,285.56,31.40
I0005287,O001839,P0016,4,61.71,5.02
I0005288,O001840,P0041,3,192.31,10.71
I0005289,O001840,P0042,3,509.19,0.11
I0005290,O001841,P0021,2,334.60,0.09
I0005291,O001841,P0022,1,554.99,33.84
I0005292,O001841,P0016,5,65.45,5.06
I0005293,O001842,P0181,5,157.37,21.45
I0005294,O001842,P0182,4,75.13,6.86
I0005295,O001842,P0158,4,153.24,7.36
I0005296,O001843,P0004,4,121.07,4.97
I0005297,O001843,P0013,5,475.79,22.22
I0005298,O001843,P0012,3,392.04,19.02
I0005299,O001844,P0007,3,266.18,29.32
I0005300,O001844,P0010,2,206.80,13.81
I0005301,O001844,P0006,1,92.83,22.09
I0005302,O001845,P0471,2,58.75,27.56
I0005303,O001845,P0472,3,78.54,12.65
I0005304,O001845,P0464,2,15.36,14.86
I0005305,O001846,P0451,5,96.14,27.30
I0005306,O001846,P0452,2,93.77,26.40
I0005307,O001846,P0467,3,77.62,0.75
I0005308,O001847,P0017,3,81.18,19.35
I0005309,O001847,P0011,3,490.09,17.78
I0005310,O001847,P0002,-5,471.90,30.56
I0005311,O001847,P0001,2,345.12,24.04
I0005312,O001848,P0171,3,75.32,12.07
I0005313,O001848,P0172,3,99.13,29.27
I0005314,O001849,P0171,4,48.45,4.95
I0005315,O001849,P0172,2,136.83,2.96
I0005316,O001849,P0165,1,73.22,1.19
I0005317,O001849,P0155,4,103.05,27.13
I0005318,O001850,P0061,1,343.82,2.46
I0005319,O001850,P0062,4,279.17,30.53
I0005320,O001850,P0017,1,89.73,26.96
I0005321,O001851,P0459,3,89.25,7.42
I0005322,O001851,P0461,3,124.77,18.76
I0005323,O001851,P0462,5,125.98,6.63
I0005324,O001851,P0464,4,23.76,22.96
I0005325,O001852,P0001,3,422.18,23.58
I0005326,O001852,P0002,2,531.54,0.46
I0005327,O001852,P0012,2,451.14,3.92
I0005328,O001853,P0361,2,393.45,21.04
I0005329,O001853,P0362,5,195.50,10.99
I0005330,O001854,P0168,1,19.75,5.06
I0005331,O001854,P0160,2,137.54,30.25
I0005332,O001855,P0361,3,311.35,32.75
I0005333,O001855,P0362,5,235.27,0.54
I0005334,O001855,P0311,3,421.75,29.05
I0005335,O001856,P0151,-4,161.39,13.74
I0005336,O001856,P0152,1,105.84,13.70
I0005337,O001857,P0462,3,114.89,29.20
I0005338,O001857,P0451,5,106.62,14.99
I0005339,O001857,P0462,2,84.82,28.15
I0005340,O001858,P0161,4,37.08,26.84
I0005341,O001858,P0155,2,168.09,0.64
I0005342,O001858,P0153,1,95.46,31.73
I0005343,O001859,P0321,3,140.16,34.40
I0005344,O001859,P0322,1,343.54,5.69
I0005345,O001859,P0308,2,252.09,13.51
I0005346,O001859,P0301,3,182.67,9.25
I0005347,O001860,P0001,3,247.86,12.61
I0005348,O001860,P0002,1,600.47,24.48
I0005349,O001861,P0461,4,77.27,22.25
I0005350,O001861,P0465,5,74.04,31.88
I0005351,O001861,P0468,5,93.86,32.19
I0005352,O001862,P0361,1,414.31,11.94
I0005353,O001862,P0362,3,188.90,30.37
I0005354,O001862,P0303,4,158.98,4.95
I0005355,O001862,P0320,3,327.24,12.67
I0005356,O001863,P0191,3,69.25,5.90
I0005357,O001863,P0192,5,148.71,27.91
I0005358,O001863,P0170,4,71.34,14.98
I0005359,O001864,P0181,3,153.31,18.81
I0005360,O001864,P0182,1,112.27,7.03
I0005361,O001864,P0163,3,71.40,2.70
I0005362,O001864,P0157,1,51.28,28.53
I0005363,O001865,P0041,1,164.56,21.72
I0005364,O001865,P0042,4,433.02,13.31
I0005365,O001866,P0181,4,146.05,26.29
I0005366,O001866,P0182,3,82.39,18.47
I0005367,O001866,P0154,2,22.88,15.81
I0005368,O001866,P0157,3,56.70,14.70
I0005369,O001867,P0181,3,117.49,3.02
I0005370,O001867,P0182,2,79.47,10.96
I0005371,O001868,P0453,3,103.80,31.85
I0005372,O001868,P0465,3,54.52,8.59
I0005373,O001868,P0452,4,94.80,0.70
I0005374,O001868,P0463,1,112.75,9.66
I0005375,O001869,P0151,1,85.59,3.89
I0005376,O001869,P0152,3,139.74,10.47
I0005377,O001869,P0170,3,104.58,3.45
I0005378,O001870,P0501,2,59.03,18.11
I0005379,O001870,P0502,5,104.89,18.15
I0005380,O001870,P0464,2,19.59,4.90
I0005381,O001870,P0453,5,167.70,22.82
I0005382,O001871,P0001,4,356.70,7.39
I0005383,O001871,P0002,2,508.74,13.22
I0005384,O001871,P0017,4,101.14,15.99
I0005385,O001872,P0001,2,352.88,12.48
I0005386,O001872,P0002,3,354.93,26.52
I0005387,O001872,P0009,3,286.27,7.21
I0005388,O001873,P0321,1,89.89,13.29
I0005389,O001873,P0322,4,407.02,21.78
I0005390,O001873,P0314,3,107.10,0.39
I0005391,O001874,P0464,2,26.01,34.07
I0005392,O001874,P0462,2,120.88,32.35
I0005393,O001874,P0464,5,21.44,1.48
I0005394,O001874,P0460,2,112.94,5.85
I0005395,O001875,P0168,3,21.97,11.41
I0005396,O001875,P0169,5,95.11,11.27
I0005397,O001876,P0171,2,60.06,12.15
I0005398,O001876,P0172,1,83.22,0.11
I0005399,O001877,P0306,3,184.39,17.90
I0005400,O001877,P0303,4,144.02,27.14
I0005401,O001877,P0310,2,192.95,17.73
I0005402,O001878,P0061,4,324.72,14.70
I0005403,O001878,P0062,2,368.15,25.33
I0005404,O001878,P0007,3,332.20,8.95
I0005405,O001878,P0010,1,294.48,11.23
I0005406,O001879,P0381,5,59.57,3.38
I0005407,O001879,P0382,3,262.37,4.77
I0005408,O001879,P0312,2,421.73,3.46
I0005409,O001880,P0061,1,195.63,22.61
I0005410,O001880,P0062,4,345.05,13.75
I0005411,O001881,P0181,2,105.05,6.12
I0005412,O001881,P0182,1,84.61,27.76
I0005413,O001882,P0181,3,105.48,19.19
I0005414,O001882,P0182,5,84.67,15.89
I0005415,O001882,P0156,4,152.66,15.30
I0005416,O001883,P0501,3,47.85,34.24
I0005417,O001883,P0502,5,54.15,24.36
I0005418,O001884,P0381,4,83.34,13.88
I0005419,O001884,P0382,4,207.52,7.15
I0005420,O001885,P0162,1,41.88,13.48
I0005421,O001885,P0168,1,32.90,24.29
I0005422,O001885,P0159,2,126.60,21.55
I0005423,O001885,P0157,3,64.71,32.72
I0005424,O001886,P0005,5,200.77,1.45
I0005425,O001886,P0015,5,426.97,26.72
I0005426,O001886,P0011,5,381.68,6.62
I0005427,O001887,P0061,1,184.10,4.86
I0005428,O001887,P0062,1,329.76,31.34
I0005429,O001888,P0471,1,68.77,10.21
I0005430,O001888,P0472,2,101.92,0.50
I0005431,O001889,P0321,3,157.60,10.61
I0005432,O001889,P0322,2,427.98,24.48
I0005433,O001889,P0306,4,184.10,7.42
I0005434,O001890,P0041,4,264.57,24.48
I0005435,O001890,P0042,4,446.92,11.81
I0005436,O001891,P0163,5,48.18,9.09
I0005437,O001891,P0163,-2,44.34,28.15
I0005438,O001892,P0311,4,314.88,22.73
I0005439,O001892,P0320,2,219.73,23.47
I0005440,O001892,P0303,-5,138.19,20.95
I0005441,O001892,P0303,4,115.98,31.43
I0005442,O001893,P0453,4,87.80,3.51
I0005443,O001893,P0457,3,88.99,21.36
I0005444,O001893,P0458,1,62.65,14.43
I0005445,O001894,P0041,2,143.12,28.73
I0005446,O001894,P0042,1,548.43,24.83
I0005447,O001895,P0041,3,162.55,30.85
I0005448,O001895,P0042,5,441.89,11.23
I0005449,O001896,P0461,4,82.48,23.42
I0005450,O001896,P0462,2,90.87,33.41
I0005451,O001896,P0462,1,83.60,24.22
I0005452,O001897,P0451,3,70.24,22.20
I0005453,O001897,P0454,3,36.05,8.84
I0005454,O001897,P0463,2,77.10,33.20
I0005455,O001897,P0457,4,108.74,14.47
I0005456,O001898,P0361,4,375.63,33.05
I0005457,O001898,P0362,2,275.70,10.70
I0005458,O001899,P0181,-5,162.59,29.05
I0005459,O001899,P0182,4,106.56,16.94
I0005460,O001900,P0151,5,152.73,27.87
I0005461,O001900,P0152,1,165.42,34.11
I0005462,O001900,P0164,2,194.52,18.04
I0005463,O001901,P0301,3,195.32,21.72
I0005464,O001901,P0302,5,325.09,15.81
I0005465,O001901,P0312,5,328.57,27.89
I0005466,O001902,P0303,2,126.13,7.44
I0005467,O001902,P0303,3,216.81,30.56
I0005468,O001902,P0306,1,237.62,29.13
I0005469,O001902,P0302,1,280.37,4.88
I0005470,O001903,P0191,5,45.15,24.46
I0005471,O001903,P0192,2,121.39,26.71
I0005472,O001904,P0164,5,114.96,8.95
I0005473,O001904,P0161,4,29.84,16.08
I0005474,O001905,P0020,5,90.99,15.37
I0005475,O001905,P0004,1,157.45,2.20
I0005476,O001905,P0019,5,149.28,8.32
I0005477,O001906,P0041,3,221.37,34.85
I0005478,O001906,P0042,3,460.28,11.89
I0005479,O001906,P0001,5,295.83,30.57
I0005480,O001907,P0014,3,273.39,2.04
I0005481,O001907,P0006,4,132.63,4.01
I0005482,O001908,P0001,3,355.79,32.45
I0005483,O001908,P0002,3,496.67,4.28
I0005484,O001908,P0008,3,361.30,27.86
I0005485,O001909,P0171,2,78.68,9.61
I0005486,O001909,P0172,1,90.67,31.87
I0005487,O001909,P0164,1,189.73,31.06
I0005488,O001910,P0451,2,112.41,33.66
I0005489,O001910,P0452,1,86.79,11.78
I0005490,O001911,P0018,4,210.01,17.94
I0005491,O001911,P0018,2,220.22,19.08
I0005492,O001911,P0009,4,426.74,18.61
I0005493,O001912,P0168,1,21.92,3.30
I0005494,O001912,P0151,1,148.90,29.35
I0005495,O001912,P0156,3,162.00,10.53
I0005496,O001912,P0167,5,154.00,10.82
I0005497,O001913,P0003,2,73.87,25.20
I0005498,O001913,P0019,5,124.42,0.25
I0005499,O001913,P0015,1,287.75,23.33
I0005500,O001914,P0463,5,121.58,29.92
I0005501,O001914,P0468,1,81.11,4.74
I0005502,O001915,P0061,3,289.70,7.92
I0005503,O001915,P0062,3,192.66,12.95
I0005504,O001916,P0301,3,237.74,33.90
I0005505,O001916,P0302,2,324.91,16.70
I0005506,O001916,P0314,1,90.19,21.84
I0005507,O001916,P0301,5,205.91,13.66
I0005508,O001917,P0021,3,405.13,32.29
I0005509,O001917,P0022,4,451.31,27.27
I0005510,O001918,P0011,1,364.65,16.01
I0005511,O001918,P0013,4,520.39,28.78
I0005512,O001919,P0061,2,328.23,28.14
I0005513,O001919,P0062,4,252.48,30.50
I0005514,O001919,P0019,2,139.30,12.23
I0005515,O001920,P0151,5,103.76,33.38
I0005516,O001920,P0152,2,158.88,29.43
I0005517,O001920,P0159,1,108.75,30.38
I0005518,O001921,P0171,3,83.62,30.62
I0005519,O001921,P0172,1,145.34,32.20
I0005520,O001922,P0001,4,317.57,1.97
I0005521,O001922,P0002,2,540.32,19.73
I0005522,O001922,P0020,5,83.96,30.06
I0005523,O001923,P0361,3,398.62,25.05
I0005524,O001923,P0362,5,364.72,27.60
I0005525,O001923,P0311,5,231.58,29.91
I0005526,O001923,P0306,3,210.90,18.90
I0005527,O001924,P0316,5,126.56,15.05
I0005528,O001924,P0311,5,227.32,26.00
I0005529,O001924,P0311,5,329.22,28.74
I0005530,O001925,P0021,3,300.45,5.89
I0005531,O001925,P0022,3,564.85,28.54
I0005532,O001925,P0003,5,62.48,34.47
I0005533,O001926,P0457,2,115.32,6.47
I0005534,O001926,P0462,5,104.79,7.95
I0005535,O001926,P0465,3,44.93,10.70
I0005536,O001927,P0470,4,141.47,13.55
I0005537,O001927,P0461,4,103.68,25.13
I0005538,O001927,P0460,5,106.35,0.10
I0005539,O001928,P0381,3,58.77,1.39
I0005540,O001928,P0382,4,242.70,33.93
I0005541,O001928,P0304,5,94.49,1.99
I0005542,O001929,P0151,4,112.33,2.58
I0005543,O001929,P0152,4,141.76,1.44
I0005544,O001929,P0159,2,187.26,17.39
I0005545,O001930,P0171,4,47.02,7.94
I0005546,O001930,P0172,4,134.52,1.01
I0005547,O001930,P0151,3,101.98,23.51
I0005548,O001931,P0021,2,322.27,19.09
I0005549,O001931,P0022,3,386.00,33.87
I0005550,O001931,P0013,5,297.22,22.73
I0005551,O001932,P0061,5,221.26,13.51
I0005552,O001932,P0062,3,312.51,33.34
I0005553,O001932,P0019,2,110.76,23.35
I0005554,O001933,P0171,4,71.61,15.45
I0005555,O001933,P0172,1,140.71,20.45
I0005556,O001934,P0164,4,177.63,17.69
I0005557,O001934,P0152,2,120.45,25.01
I0005558,O001934,P0164,3,209.26,11.57
I0005559,O001935,P0061,1,337.53,27.02
I0005560,O001935,P0062,2,207.70,10.26
I0005561,O001936,P0171,1,83.10,8.87
I0005562,O001936,P0172,-4,141.19,3.59
I0005563,O001936,P0161,1,34.18,21.49
I0005564,O001936,P0154,2,46.03,28.52
I0005565,O001937,P0020,2,104.46,19.64
I0005566,O001937,P0012,2,622.26,4.02
I0005567,O001938,P0451,5,100.35,1.80
I0005568,O001938,P0452,3,63.29,34.08
I0005569,O001938,P0459,2,90.74,23.96
I0005570,O001939,P0158,5,136.33,28.41
I0005571,O001939,P0164,1,160.96,12.54
I0005572,O001940,P0041,3,262.53,13.73
I0005573,O001940,P0042,1,391.64,18.96
I0005574,O001940,P0009,1,368.52,13.29
I0005575,O001941,P0461,4,136.16,32.27
I0005576,O001941,P0467,4,56.90,9.37
I0005577,O001942,P0001,2,477.78,2.59
I0005578,O001942,P0002,4,511.10,17.77
I0005579,O001942,P0006,1,99.86,1.12
I0005580,O001943,P0471,4,40.38,1.62
I0005581,O001943,P0472,4,65.48,8.47
I0005582,O001943,P0453,4,126.43,10.04
I0005583,O001943,P0470,3,141.24,30.82
I0005584,O001944,P0312,2,315.26,15.21
I0005585,O001944,P0309,2,248.88,12.44
I0005586,O001944,P0308,3,223.23,14.80
I0005587,O001945,P0021,2,377.44,6.84
I0005588,O001945,P0022,2,303.98,19.02
I0005589,O001945,P0017,4,107.86,26.89
I0005590,O001945,P0017,5,80.34,2.05
I0005591,O001946,P0316,2,206.56,33.73
I0005592,O001946,P0311,4,398.30,13.09
I0005593,O001947,P0314,3,135.73,9.79
I0005594,O001947,P0308,1,288.45,7.48
I0005595,O001948,P0316,2,230.61,17.18
I0005596,O001948,P0312,2,302.03,6.45
I0005597,O001948,P0302,5,201.11,27.34
I0005598,O001949,P0452,5,84.40,28.85
I0005599,O001949,P0463,5,68.13,25.69
I0005600,O001950,P0301,5,139.31,31.14
I0005601,O001950,P0302,1,241.92,24.03
I0005602,O001951,P0301,1,154.40,13.40
I0005603,O001951,P0302,4,304.82,0.54
I0005604,O001952,P0191,5,44.73,14.10
I0005605,O001952,P0192,2,103.93,25.09
I0005606,O001953,P0302,4,306.29,9.64
I0005607,O001953,P0312,3,352.34,9.00
I0005608,O001953,P0305,4,307.98,10.49
I0005609,O001954,P0451,1,62.08,32.71
I0005610,O001954,P0452,2,61.03,32.93
I0005611,O001955,P0458,2,98.52,31.62
I0005612,O001955,P0466,3,86.92,7.32
I0005613,O001955,P0464,4,15.38,11.98
